bureau_id,gouvernorat,type_bureau,nb_colis,ca_total,poids_moyen,montant_moyen,nb_annees_actif,nb_mois_actif,nb_intl,nb_ems_n,nb_rpp_i,nb_normal,premiere_annee,derniere_annee,taux_intl,taux_ems_n,taux_rpp_i,taux_normal,ca_par_colis,activite,cluster,segment
1,Gafsa,Bureau,8515,118150.7499999997,3.4886482466236095,13.875601879036958,4,12,369,4812,369,3334,2023,2026,0.04333529066353494,0.5651203758073987,0.04333529066353494,0.39154433352906637,13.875601879036958,1.0,0,Bureaux express nationaux standards
2,Sfax,Bureau,509,33879.899999999994,3.307870333988202,66.56168958742632,4,12,193,156,192,160,2023,2026,0.3791748526522593,0.30648330058939094,0.37721021611001965,0.3143418467583497,66.56168958742632,1.0,1,Bureaux internationaux premium
3,Ariana,Bureau,4266,122799.19999999978,2.5442656352555106,28.78556024378804,4,12,0,0,0,4266,2023,2026,0.0,0.0,0.0,1.0,28.78556024378804,1.0,2,Bureaux colis normaux
4,Ariana,Bureau,6237,117416.3,1.2495754369088008,18.82576559243226,4,12,790,4617,790,830,2023,2026,0.12666345999679332,0.7402597402597403,0.12666345999679332,0.13307679974346642,18.82576559243226,1.0,0,Bureaux express nationaux standards
5,Gafsa,Bureau,1045,14527.500000000002,4.114790430622008,13.901913875598089,4,12,18,824,15,203,2023,2026,0.01722488038277512,0.7885167464114833,0.014354066985645933,0.19425837320574163,13.901913875598089,1.0,0,Bureaux express nationaux standards
6,Tataouine,Bureau,506,14358.5,1.7929527667984162,28.376482213438734,4,12,121,192,102,193,2023,2026,0.2391304347826087,0.3794466403162055,0.2015810276679842,0.3814229249011858,28.376482213438734,1.0,1,Bureaux internationaux premium
7,Gabès,Bureau,1212,24629.750000000007,2.219281765676571,20.321575907590766,4,12,113,282,111,817,2023,2026,0.09323432343234324,0.23267326732673269,0.09158415841584158,0.6740924092409241,20.321575907590766,1.0,2,Bureaux colis normaux
8,Sousse,Bureau,26351,254771.60000000114,2.1506102339183535,9.668384501536988,4,12,1192,14097,1189,11062,2023,2026,0.04523547493453759,0.5349702098592084,0.04512162726272248,0.41979431520625404,9.668384501536988,1.0,3,Grandes agences express saturées
9,Sousse,Bureau,2033,15966.75000000002,2.532636005902606,7.853787506148559,4,12,77,690,75,1266,2023,2026,0.03787506148548942,0.3393999016232169,0.03689129365469749,0.6227250368912937,7.853787506148559,1.0,2,Bureaux colis normaux
10,Ariana,Bureau,1130,51854.999999999985,2.243515044247783,45.88938053097344,4,12,379,367,379,384,2023,2026,0.33539823008849556,0.3247787610619469,0.33539823008849556,0.3398230088495575,45.88938053097344,1.0,1,Bureaux internationaux premium
11,Kébili,Bureau,1123,16395.899999999987,2.4384666073018675,14.600089047195002,4,12,108,438,108,577,2023,2026,0.09617097061442564,0.390026714158504,0.09617097061442564,0.5138023152270703,14.600089047195002,1.0,2,Bureaux colis normaux
12,Monastir,Bureau,7251,125059.30000000088,5.001432092125223,17.247179699351936,4,12,551,1083,537,5617,2023,2026,0.07598951868707765,0.14935870914356641,0.07405875051717005,0.774651772169356,17.247179699351936,1.0,2,Bureaux colis normaux
13,Monastir,Bureau,1161,20109.550000000007,1.3445813953488392,17.32088716623601,4,12,142,667,140,352,2023,2026,0.1223083548664944,0.5745047372954349,0.12058570198105081,0.3031869078380706,17.32088716623601,1.0,0,Bureaux express nationaux standards
14,Ariana,Bureau,4243,87960.85000000003,1.4444612302616076,20.730815460758905,4,12,573,2088,565,1590,2023,2026,0.13504595804855055,0.4921046429413151,0.13316049964647655,0.37473485741220836,20.730815460758905,1.0,0,Bureaux express nationaux standards
15,Kasserine,Bureau,1505,17367.49999999999,1.365944850498335,11.539867109634544,4,12,67,366,67,1072,2023,2026,0.04451827242524917,0.2431893687707641,0.04451827242524917,0.7122923588039867,11.539867109634544,1.0,2,Bureaux colis normaux
16,Gafsa,Bureau,11391,134248.20000000016,1.6480170309893658,11.785462207005544,4,12,541,7301,530,3550,2023,2026,0.04749363532613467,0.6409446053902204,0.04652796067070494,0.31164954788868404,11.785462207005544,1.0,0,Bureaux express nationaux standards
17,Sousse,Bureau,556,5841.6,1.9163190647482016,10.506474820143886,4,12,0,0,0,556,2023,2026,0.0,0.0,0.0,1.0,10.506474820143886,1.0,2,Bureaux colis normaux
18,Sousse,Bureau,1748,67665.20000000004,2.2560234553775746,38.710068649885606,4,12,270,254,270,1224,2023,2026,0.15446224256292906,0.14530892448512586,0.15446224256292906,0.700228832951945,38.710068649885606,1.0,2,Bureaux colis normaux
19,Kairouan,Agence,4254,61713.299999999996,3.7958664786083656,14.50712270803949,4,12,406,2549,358,1299,2023,2026,0.09543958627174425,0.5992007522331922,0.08415608838740009,0.3053596614950635,14.50712270803949,1.0,0,Bureaux express nationaux standards
20,Ariana,Bureau,861,17413.150000000005,1.0627421602787457,20.224332171893153,4,12,116,234,115,512,2023,2026,0.13472706155632985,0.27177700348432055,0.13356562137049943,0.59465737514518,20.224332171893153,1.0,2,Bureaux colis normaux
21,Gabès,Bureau,599,9427.400000000001,1.5195829716193645,15.738564273789653,4,12,53,343,53,203,2023,2026,0.08848080133555926,0.5726210350584308,0.08848080133555926,0.33889816360601,15.738564273789653,1.0,0,Bureaux express nationaux standards
22,Sfax,Bureau,1556,14578.15000000001,0.8145785347043714,9.3689910025707,4,12,109,1097,108,350,2023,2026,0.07005141388174807,0.7050128534704371,0.06940874035989718,0.2249357326478149,9.3689910025707,1.0,0,Bureaux express nationaux standards
23,Ariana,Bureau,532,24413.699999999997,2.305573308270678,45.89041353383458,3,12,148,134,148,250,2023,2025,0.2781954887218045,0.2518796992481203,0.2781954887218045,0.4699248120300752,45.89041353383458,1.0,1,Bureaux internationaux premium
24,Sfax,Bureau,633,11171.999999999998,2.1611453396524474,17.649289099526065,4,12,19,159,3,455,2023,2026,0.030015797788309637,0.25118483412322273,0.004739336492890996,0.7187993680884676,17.649289099526065,1.0,2,Bureaux colis normaux
25,Ariana,Bureau,5606,218749.44999999992,2.067252461648243,39.020594006421675,4,12,1722,2118,1716,1772,2023,2026,0.3071708883339279,0.3778094898323225,0.30610060649304316,0.3160899036746343,39.020594006421675,1.0,1,Bureaux internationaux premium
26,Ariana,Bureau,968,57702.50000000001,2.385676652892558,59.61002066115703,4,12,438,207,438,323,2023,2026,0.4524793388429752,0.21384297520661158,0.4524793388429752,0.33367768595041325,59.61002066115703,1.0,1,Bureaux internationaux premium
27,Gabès,Bureau,1348,22118.10000000004,2.104127744807123,16.408086053412493,4,12,69,739,68,540,2023,2026,0.05118694362017804,0.548219584569733,0.050445103857566766,0.40059347181008903,16.408086053412493,1.0,0,Bureaux express nationaux standards
28,Kasserine,Bureau,1296,30780.500000000007,3.562534799382713,23.75038580246914,4,12,114,646,92,536,2023,2026,0.08796296296296297,0.4984567901234568,0.07098765432098765,0.41358024691358025,23.75038580246914,1.0,2,Bureaux colis normaux
29,Tataouine,Bureau,726,15558.999999999996,1.2436983471074383,21.43112947658402,4,12,164,333,155,229,2023,2026,0.22589531680440772,0.45867768595041325,0.21349862258953167,0.3154269972451791,21.43112947658402,1.0,1,Bureaux internationaux premium
30,Monastir,Bureau,1165,12436.150000000014,2.735719227467812,10.674806866952801,4,12,38,509,38,618,2023,2026,0.03261802575107296,0.4369098712446352,0.03261802575107296,0.5304721030042918,10.674806866952801,1.0,2,Bureaux colis normaux
31,Gafsa,Bureau,2122,71254.7,2.1650345428840874,33.57902921771913,4,12,261,876,260,985,2023,2026,0.12299717247879359,0.412818096135721,0.12252591894439209,0.4641847313854854,33.57902921771913,1.0,0,Bureaux express nationaux standards
32,Kairouan,Bureau,580,10298.699999999999,2.2302379310344773,17.756379310344826,4,12,38,357,33,185,2023,2026,0.06551724137931035,0.6155172413793103,0.056896551724137934,0.31896551724137934,17.756379310344826,1.0,0,Bureaux express nationaux standards
33,Sfax,Bureau,3386,72823.69999999995,2.464850797401075,21.507294743059642,4,12,623,856,616,1907,2023,2026,0.18399291199054932,0.2528056704075605,0.18192557590076786,0.5632014176018901,21.507294743059642,1.0,1,Bureaux internationaux premium
34,Médenine,Bureau,585,21141.899999999998,3.2545781196581145,36.13999999999999,4,12,122,226,122,237,2023,2026,0.20854700854700856,0.38632478632478634,0.20854700854700856,0.40512820512820513,36.13999999999999,1.0,1,Bureaux internationaux premium
35,Gabès,Bureau,849,11566.250000000002,1.2069858657243726,13.623380447585397,4,12,105,596,105,148,2023,2026,0.12367491166077739,0.702002355712603,0.12367491166077739,0.17432273262661954,13.623380447585397,1.0,0,Bureaux express nationaux standards
36,Tunis,Bureau,8442,150233.05000000002,0.9819257758824975,17.795907367922297,4,12,823,6203,809,1417,2023,2026,0.09748874674247808,0.7347784885098317,0.09583037194977494,0.16785122009002607,17.795907367922297,1.0,0,Bureaux express nationaux standards
37,Médenine,Bureau,2930,48567.150000000016,1.4443687030716756,16.575819112627993,4,12,478,1354,413,1098,2023,2026,0.16313993174061434,0.4621160409556314,0.1409556313993174,0.3747440273037543,16.575819112627993,1.0,0,Bureaux express nationaux standards
38,Sfax,Bureau,771,36023.299999999996,3.3289559014267156,46.72282749675745,3,12,241,355,126,175,2023,2025,0.3125810635538262,0.4604409857328145,0.16342412451361868,0.22697795071335927,46.72282749675745,1.0,1,Bureaux internationaux premium
39,Jendouba,Agence,2478,49663.099999999875,2.3346755447942655,20.041606133978966,3,12,31,1639,0,808,2023,2026,0.012510088781275222,0.6614205004035513,0.0,0.32606941081517354,20.041606133978966,1.0,0,Bureaux express nationaux standards
40,Sousse,Bureau,3962,38537.2500000001,1.1018712771327606,9.726716304896543,4,12,234,1585,137,2143,2023,2026,0.05906108026249369,0.40005047955577994,0.03457849570923776,0.5408884401817264,9.726716304896543,1.0,0,Bureaux express nationaux standards
41,Monastir,Bureau,5630,93954.50000000025,1.6316483126110086,16.68818827708708,4,12,697,3489,669,1470,2023,2026,0.12380106571936057,0.6197158081705151,0.11882770870337478,0.261101243339254,16.68818827708708,1.0,0,Bureaux express nationaux standards
42,Sfax,Bureau,1573,14587.70000000002,0.5832848061029897,9.27380801017166,4,12,56,1230,54,287,2023,2026,0.03560076287349015,0.7819453273998729,0.034329307056579786,0.182453909726637,9.27380801017166,1.0,0,Bureaux express nationaux standards
43,Monastir,Bureau,7771,199302.20000000004,2.4501463132158245,25.646918028567757,4,12,1292,3028,1292,3451,2023,2026,0.16625916870415647,0.3896538412044782,0.16625916870415647,0.4440869900913653,25.646918028567757,1.0,0,Bureaux express nationaux standards
44,Tataouine,Bureau,2962,89700.29999999997,3.076646387575976,30.283693450371363,4,12,376,1321,375,1265,2023,2026,0.12694125590817015,0.44598244429439565,0.12660364618501013,0.42707629979743417,30.283693450371363,1.0,0,Bureaux express nationaux standards
45,Ariana,Bureau,6579,202177.39999999997,1.72981544307645,30.73071895424836,4,12,1180,2276,1179,3123,2023,2026,0.17935856513147894,0.3459492324061407,0.17920656634746923,0.4746922024623803,30.73071895424836,1.0,1,Bureaux internationaux premium
46,Gafsa,Bureau,691,14307.900000000003,2.5983444283646895,20.70607814761216,4,12,12,204,6,475,2023,2026,0.017366136034732273,0.2952243125904486,0.008683068017366137,0.6874095513748191,20.70607814761216,1.0,2,Bureaux colis normaux
47,Ariana,Bureau,7385,352131.54999999923,2.219294245091406,47.68199729180761,4,12,2404,2580,2207,2513,2023,2026,0.3255247122545701,0.3493568043331077,0.2988490182802979,0.3402843601895735,47.68199729180761,1.0,1,Bureaux internationaux premium
48,Gabès,Bureau,1530,31401.14999999999,2.3283117647058855,20.523627450980385,4,12,130,702,125,698,2023,2026,0.08496732026143791,0.4588235294117647,0.08169934640522876,0.4562091503267974,20.523627450980385,1.0,0,Bureaux express nationaux standards
49,Tunis,Bureau,9611,258577.89999999988,4.976900426594511,26.904369992716667,4,12,687,1696,687,7228,2023,2026,0.07148059515138903,0.1764644677973156,0.07148059515138903,0.7520549370512953,26.904369992716667,1.0,2,Bureaux colis normaux
50,Tunis,Bureau,642,16151.250000000004,1.7275514018691573,25.157710280373838,4,12,91,282,91,269,2023,2026,0.14174454828660435,0.4392523364485981,0.14174454828660435,0.4190031152647975,25.157710280373838,1.0,0,Bureaux express nationaux standards
51,Gafsa,Bureau,1661,91087.10000000022,5.3479777242624955,54.838711619506455,4,12,0,0,0,1661,2023,2026,0.0,0.0,0.0,1.0,54.838711619506455,1.0,2,Bureaux colis normaux
52,Ariana,Bureau,1882,146452.70000000004,6.229097768331555,77.81758767268865,4,12,1,0,0,1881,2023,2026,0.0005313496280552603,0.0,0.0,0.9994686503719448,77.81758767268865,1.0,2,Bureaux colis normaux
53,Gabès,Bureau,2118,34566.69999999997,1.7585675165250239,16.32044381491972,4,12,134,1516,134,468,2023,2026,0.06326723323890462,0.7157695939565628,0.06326723323890462,0.22096317280453256,16.32044381491972,1.0,0,Bureaux express nationaux standards
54,Tunis,Bureau,2789,90042.59999999993,3.114214772319833,32.28490498386516,4,12,128,294,116,2367,2023,2026,0.04589458587307279,0.10541412692721405,0.04159196844747221,0.8486912871997132,32.28490498386516,1.0,2,Bureaux colis normaux
55,Monastir,Bureau,439,11433.6,2.5902323462414567,26.04464692482916,4,12,31,244,30,164,2023,2026,0.07061503416856492,0.5558086560364465,0.0683371298405467,0.3735763097949886,26.04464692482916,1.0,0,Bureaux express nationaux standards
56,Ariana,Bureau,683,64007.55,6.575090775988282,93.71530014641289,4,12,0,0,0,683,2023,2026,0.0,0.0,0.0,1.0,93.71530014641289,1.0,2,Bureaux colis normaux
57,Tataouine,Bureau,465,11210.899999999996,1.8951032258064502,24.10946236559139,4,12,23,52,21,390,2023,2026,0.04946236559139785,0.11182795698924732,0.04516129032258064,0.8387096774193549,24.10946236559139,1.0,2,Bureaux colis normaux
58,Sfax,Bureau,6165,68098.30000000002,2.450007591240881,11.045952960259532,4,12,178,5603,166,384,2023,2026,0.028872668288726682,0.9088402270884023,0.026926196269261963,0.06228710462287105,11.045952960259532,1.0,0,Bureaux express nationaux standards
59,Sousse,Bureau,1971,29512.69999999998,1.357056823947236,14.973465246067976,4,12,178,758,178,1035,2023,2026,0.09030948756976154,0.3845763571790969,0.09030948756976154,0.5251141552511416,14.973465246067976,1.0,0,Bureaux express nationaux standards
60,Médenine,Bureau,22,196.79999999999998,4.354954545454546,8.945454545454545,4,11,0,0,0,22,2023,2026,0.0,0.0,0.0,1.0,8.945454545454545,0.9166666666666666,2,Bureaux colis normaux
61,Médenine,Bureau,1054,14578.95,2.5576673624288384,13.832020872865275,4,12,63,90,61,901,2023,2026,0.05977229601518026,0.08538899430740038,0.05787476280834915,0.8548387096774194,13.832020872865275,1.0,2,Bureaux colis normaux
62,Médenine,Bureau,413,9310.050000000001,1.9233292978208247,22.542493946731238,4,12,97,174,97,142,2023,2026,0.23486682808716708,0.4213075060532688,0.23486682808716708,0.34382566585956414,22.542493946731238,1.0,1,Bureaux internationaux premium
63,Tataouine,Bureau,3550,139359.84999999995,1.6024540845070698,39.256295774647874,4,12,1018,1776,1011,757,2023,2026,0.28676056338028166,0.5002816901408451,0.2847887323943662,0.2132394366197183,39.256295774647874,1.0,1,Bureaux internationaux premium
64,Kébili,Bureau,2316,61513.75000000002,2.5552927892918835,26.56034110535407,4,12,240,981,226,1096,2023,2026,0.10362694300518134,0.42357512953367876,0.09758203799654577,0.47322970639032813,26.56034110535407,1.0,0,Bureaux express nationaux standards
65,Ariana,Bureau,7266,165737.85000000003,1.6094413294797754,22.810053674649055,4,12,988,4886,909,1392,2023,2026,0.1359757775942747,0.6724470134874759,0.125103220478943,0.1915772089182494,22.810053674649055,1.0,0,Bureaux express nationaux standards
66,Ariana,Bureau,1377,30914.750000000007,1.4079128540304988,22.450798838053746,4,12,210,627,170,540,2023,2026,0.15250544662309368,0.4553376906318083,0.12345679012345678,0.39215686274509803,22.450798838053746,1.0,0,Bureaux express nationaux standards
67,Monastir,Bureau,887,25096.849999999984,1.710400789176999,28.294081172491527,4,12,197,418,197,272,2023,2026,0.22209695603156707,0.47125140924464487,0.22209695603156707,0.30665163472378804,28.294081172491527,1.0,1,Bureaux internationaux premium
68,Tunis,Bureau,1135,48111.100000000006,2.1126775330396454,42.388634361233485,4,12,286,507,281,342,2023,2026,0.25198237885462554,0.44669603524229073,0.2475770925110132,0.3013215859030837,42.388634361233485,1.0,1,Bureaux internationaux premium
69,Monastir,Bureau,1552,34449.99999999997,1.495374355670104,22.19716494845359,4,12,288,880,288,384,2023,2026,0.18556701030927836,0.5670103092783505,0.18556701030927836,0.24742268041237114,22.19716494845359,1.0,0,Bureaux express nationaux standards
70,Kasserine,Bureau,1029,26344.899999999998,1.9059115646258507,25.60242954324587,4,12,132,590,122,307,2023,2026,0.1282798833819242,0.5733722060252673,0.1185617103984451,0.2983479105928086,25.60242954324587,1.0,0,Bureaux express nationaux standards
71,Tunis,Bureau,1524,66770.90000000001,3.5948845892388492,43.812926509186354,4,12,208,342,208,974,2023,2026,0.13648293963254593,0.22440944881889763,0.13648293963254593,0.6391076115485564,43.812926509186354,1.0,2,Bureaux colis normaux
72,Sfax,Bureau,1827,30840.599999999995,1.0324471811713205,16.88045977011494,4,12,216,1358,216,253,2023,2026,0.11822660098522167,0.7432950191570882,0.11822660098522167,0.1384783798576902,16.88045977011494,1.0,0,Bureaux express nationaux standards
73,Gabès,Bureau,1975,27281.399999999983,1.1808197468354418,13.813367088607587,4,12,123,1450,117,402,2023,2026,0.062278481012658225,0.7341772151898734,0.05924050632911392,0.20354430379746835,13.813367088607587,1.0,0,Bureaux express nationaux standards
74,Gabès,Bureau,665,5126.249999999999,0.923508721804511,7.708646616541352,4,12,17,443,16,205,2023,2026,0.02556390977443609,0.6661654135338346,0.02406015037593985,0.3082706766917293,7.708646616541352,1.0,0,Bureaux express nationaux standards
75,Sousse,Bureau,12075,158493.20000000027,0.717125300207046,13.125730848861306,4,12,1404,9618,1389,1053,2023,2026,0.11627329192546584,0.7965217391304348,0.11503105590062111,0.08720496894409938,13.125730848861306,1.0,0,Bureaux express nationaux standards
76,Sousse,Bureau,1317,17595.100000000006,0.9925466970387206,13.35998481397115,4,12,161,1028,149,128,2023,2026,0.12224753227031131,0.7805618830675778,0.11313591495823842,0.09719058466211086,13.35998481397115,1.0,0,Bureaux express nationaux standards
77,Sfax,Bureau,6942,37023.60000000026,0.6893504321521161,5.333275713051031,4,12,5,4207,4,2731,2023,2026,0.0007202535292422932,0.6060213195044656,0.0005762028233938346,0.3934024776721406,5.333275713051031,1.0,0,Bureaux express nationaux standards
78,Monastir,Bureau,6885,169727.84999999998,1.9591141757443729,24.651830065359473,4,12,876,4294,757,1715,2023,2026,0.1272331154684096,0.6236746550472041,0.10994916485112563,0.24909222948438633,24.651830065359473,1.0,0,Bureaux express nationaux standards
79,Kasserine,Bureau,1250,49792.50000000002,2.7478703999999983,39.83400000000002,4,12,407,350,398,493,2023,2026,0.3256,0.28,0.3184,0.3944,39.83400000000002,1.0,1,Bureaux internationaux premium
80,Kasserine,Bureau,5832,98698.90000000002,1.2902736968449904,16.923679698216738,4,12,419,4238,419,1175,2023,2026,0.07184499314128943,0.7266803840877915,0.07184499314128943,0.20147462277091907,16.923679698216738,1.0,0,Bureaux express nationaux standards
81,Sousse,Bureau,505,12513.05,0.917948514851485,24.778316831683167,4,12,140,286,140,79,2023,2026,0.27722772277227725,0.5663366336633663,0.27722772277227725,0.15643564356435644,24.778316831683167,1.0,1,Bureaux internationaux premium
82,Tunis,Bureau,940,24546.84999999999,1.5064255319148796,26.11367021276595,4,12,126,548,126,266,2023,2026,0.13404255319148936,0.5829787234042553,0.13404255319148936,0.28297872340425534,26.11367021276595,1.0,0,Bureaux express nationaux standards
83,Ariana,Bureau,9281,201342.4,1.146349380454709,21.69404159034587,4,12,1009,7193,1008,1079,2023,2026,0.10871673311065617,0.7750242430772546,0.10860898610063571,0.11625902381208922,21.69404159034587,1.0,0,Bureaux express nationaux standards
84,Médenine,Bureau,6660,131147.79999999993,0.8547641141141159,19.691861861861852,4,12,888,5051,886,721,2023,2026,0.13333333333333333,0.7584084084084084,0.13303303303303304,0.10825825825825826,19.691861861861852,1.0,0,Bureaux express nationaux standards
85,Sousse,Bureau,4138,104444.30000000024,2.886355872402122,25.240285161914024,4,12,320,1652,320,2166,2023,2026,0.07733204446592556,0.39922667955534075,0.07733204446592556,0.5234412759787337,25.240285161914024,1.0,2,Bureaux colis normaux
86,Tataouine,Bureau,1128,22428.500000000004,2.0841436170212773,19.883421985815605,4,12,87,486,84,555,2023,2026,0.07712765957446809,0.4308510638297872,0.07446808510638298,0.4920212765957447,19.883421985815605,1.0,0,Bureaux express nationaux standards
87,Monastir,Bureau,273,5623.1,0.9221501831501832,20.597435897435897,4,12,90,95,89,88,2023,2026,0.32967032967032966,0.34798534798534797,0.326007326007326,0.32234432234432236,20.597435897435897,1.0,1,Bureaux internationaux premium
88,Sfax,Bureau,574,3510.2,1.9751689895470366,6.1153310104529615,4,12,11,102,8,461,2023,2026,0.01916376306620209,0.17770034843205576,0.013937282229965157,0.8031358885017421,6.1153310104529615,1.0,2,Bureaux colis normaux
