bureau_id,gouvernorat,type_bureau,nb_colis,ca_total,poids_moyen,montant_moyen,nb_annees_actif,nb_mois_actif,nb_intl,nb_ems_n,nb_rpp_i,nb_normal,premiere_annee,derniere_annee,taux_intl,taux_ems_n,taux_rpp_i,taux_normal,ca_par_colis,activite,cluster,segment
487,Monastir,Bureau,218,5533.8,1.1362935779816519,25.384403669724772,4,12,44,116,44,58,2023,2026,0.2018348623853211,0.5321100917431193,0.2018348623853211,0.26605504587155965,25.384403669724772,1.0,1,Bureaux internationaux premium
488,Sousse,Bureau,885,14369.750000000004,1.0018545762711857,16.237005649717517,4,12,103,339,103,443,2023,2026,0.11638418079096045,0.38305084745762713,0.11638418079096045,0.5005649717514125,16.237005649717517,1.0,0,Bureaux express nationaux standards
489,Ariana,Bureau,1665,63306.54999999992,3.1871099699699665,38.021951951951905,4,12,0,0,0,1665,2023,2026,0.0,0.0,0.0,1.0,38.021951951951905,1.0,2,Bureaux colis normaux
490,Gafsa,Bureau,23,474.3,2.4381739130434785,20.621739130434783,3,6,2,10,0,11,2023,2025,0.08695652173913043,0.43478260869565216,0.0,0.4782608695652174,20.621739130434783,0.5,3,Grandes agences express saturées
491,Tataouine,Bureau,6846,110809.50000000003,0.7972113643003305,16.18602103418055,4,12,821,5412,811,613,2023,2026,0.11992404323692667,0.7905346187554777,0.1184633362547473,0.08954133800759567,16.18602103418055,1.0,0,Bureaux express nationaux standards
492,Tunis,Bureau,169,3813.2999999999993,1.5322426035502965,22.563905325443784,3,11,27,87,27,55,2023,2026,0.15976331360946747,0.514792899408284,0.15976331360946747,0.3254437869822485,22.563905325443784,0.9166666666666666,0,Bureaux express nationaux standards
493,Gafsa,Bureau,1852,23879.600000000002,1.5209892008639305,12.893952483801296,4,12,42,1263,41,547,2023,2026,0.02267818574514039,0.6819654427645788,0.022138228941684664,0.29535637149028077,12.893952483801296,1.0,0,Bureaux express nationaux standards
494,Gafsa,Bureau,61,461.2999999999999,0.6197377049180327,7.5622950819672115,4,12,0,24,0,37,2023,2026,0.0,0.39344262295081966,0.0,0.6065573770491803,7.5622950819672115,1.0,2,Bureaux colis normaux
495,Médenine,Bureau,246,1245.1499999999999,2.0039756097560972,5.061585365853658,4,12,0,0,0,246,2023,2026,0.0,0.0,0.0,1.0,5.061585365853658,1.0,2,Bureaux colis normaux
496,Sousse,Bureau,2048,24492.100000000402,9.604269042968715,11.959033203125196,4,12,32,113,27,1903,2023,2026,0.015625,0.05517578125,0.01318359375,0.92919921875,11.959033203125196,1.0,2,Bureaux colis normaux
497,Sousse,Bureau,743,18604.899999999994,0.9451803499327053,25.040242261103625,4,12,144,501,142,98,2023,2026,0.19380888290713325,0.6742934051144011,0.1911170928667564,0.13189771197846567,25.040242261103625,1.0,0,Bureaux express nationaux standards
498,Gafsa,Bureau,1137,6415.899999999995,1.1393579595426575,5.642832014072115,4,12,0,0,0,1137,2023,2026,0.0,0.0,0.0,1.0,5.642832014072115,1.0,2,Bureaux colis normaux
499,Sousse,Bureau,8939,183518.75000000015,0.8078220046985208,20.53012081888356,4,12,1242,5196,1242,2501,2023,2026,0.13894171607562367,0.5812730730506768,0.13894171607562367,0.2797852108736995,20.53012081888356,1.0,0,Bureaux express nationaux standards
500,Sfax,Bureau,170,917.05,1.2643529411764707,5.3944117647058825,4,12,0,0,0,170,2023,2026,0.0,0.0,0.0,1.0,5.3944117647058825,1.0,2,Bureaux colis normaux
501,Ariana,Bureau,5089,41875.5,0.14470937315778926,8.228630379249362,4,12,352,4645,352,92,2023,2026,0.06916879544114757,0.9127529966594616,0.06916879544114757,0.018078207899390842,8.228630379249362,1.0,0,Bureaux express nationaux standards
502,Kairouan,Bureau,124,749.6999999999998,4.006104838709678,6.045967741935482,4,12,2,35,0,87,2023,2026,0.016129032258064516,0.28225806451612906,0.0,0.7016129032258065,6.045967741935482,1.0,2,Bureaux colis normaux
504,Tataouine,Bureau,326,13369.5,2.235371165644171,41.010736196319016,4,12,70,124,66,132,2023,2026,0.2147239263803681,0.3803680981595092,0.20245398773006135,0.4049079754601227,41.010736196319016,1.0,1,Bureaux internationaux premium
505,Ariana,Bureau,46,1360.6000000000001,2.4301086956521742,29.57826086956522,4,12,0,0,0,46,2023,2026,0.0,0.0,0.0,1.0,29.57826086956522,1.0,2,Bureaux colis normaux
506,Tataouine,Bureau,4503,75319.94999999985,0.6628077429884478,16.726615589606897,4,12,0,0,0,4503,2023,2026,0.0,0.0,0.0,1.0,16.726615589606897,1.0,2,Bureaux colis normaux
507,Sousse,Bureau,432,2240.100000000001,1.5252777777777766,5.185416666666669,4,12,0,0,0,432,2023,2026,0.0,0.0,0.0,1.0,5.185416666666669,1.0,2,Bureaux colis normaux
508,Sousse,Bureau,217,3944.4000000000005,0.7646359447004616,18.176958525345626,4,12,42,149,42,26,2023,2026,0.1935483870967742,0.6866359447004609,0.1935483870967742,0.11981566820276497,18.176958525345626,1.0,0,Bureaux express nationaux standards
509,Gabès,Bureau,61,356.0,0.21581967213114756,5.836065573770492,4,12,0,59,0,2,2023,2026,0.0,0.9672131147540983,0.0,0.03278688524590164,5.836065573770492,1.0,0,Bureaux express nationaux standards
510,Gafsa,Bureau,2641,25468.599999999995,0.990439000378647,9.643544112078756,4,12,121,1882,88,638,2023,2026,0.04581597879591064,0.7126088602801969,0.03332071185157137,0.24157516092389247,9.643544112078756,1.0,0,Bureaux express nationaux standards
511,Ariana,Bureau,456,5565.149999999996,1.2804342105263171,12.204276315789464,4,12,12,43,12,401,2023,2026,0.02631578947368421,0.09429824561403509,0.02631578947368421,0.8793859649122807,12.204276315789464,1.0,2,Bureaux colis normaux
512,Sousse,Bureau,11119,123596.75000000006,1.998985106574319,11.115815271157484,4,12,1038,7591,792,2491,2023,2026,0.09335371885960968,0.6827052792517313,0.0712294271067542,0.22403093803399587,11.115815271157484,1.0,0,Bureaux express nationaux standards
513,Tataouine,Bureau,373,4336.800000000002,2.938010723860591,11.626809651474536,4,12,9,45,3,319,2023,2026,0.024128686327077747,0.12064343163538874,0.00804289544235925,0.8552278820375335,11.626809651474536,1.0,2,Bureaux colis normaux
514,Gafsa,Bureau,178,1486.9,1.5082702247191002,8.353370786516855,4,12,1,34,1,143,2023,2026,0.0056179775280898875,0.19101123595505617,0.0056179775280898875,0.8033707865168539,8.353370786516855,1.0,2,Bureaux colis normaux
515,Tataouine,Bureau,112,3470.1000000000013,3.0001830357142873,30.983035714285727,4,12,12,30,7,70,2023,2026,0.10714285714285714,0.26785714285714285,0.0625,0.625,30.983035714285727,1.0,2,Bureaux colis normaux
516,Gafsa,Bureau,2139,32236.350000000275,1.8992281439925238,15.070757363253986,4,12,77,751,77,1311,2023,2026,0.035998129967274424,0.35109864422627396,0.035998129967274424,0.6129032258064516,15.070757363253986,1.0,2,Bureaux colis normaux
517,Monastir,Bureau,193,4592.900000000001,2.183922279792744,23.797409326424873,3,12,68,51,68,74,2024,2026,0.35233160621761656,0.26424870466321243,0.35233160621761656,0.38341968911917096,23.797409326424873,1.0,1,Bureaux internationaux premium
518,Ariana,Bureau,354,17196.550000000003,3.5909180790960464,48.57782485875707,3,12,0,0,0,354,2024,2026,0.0,0.0,0.0,1.0,48.57782485875707,1.0,2,Bureaux colis normaux
519,Sousse,Bureau,628,4188.05,6.374224522292991,6.668869426751592,3,12,4,51,1,573,2024,2026,0.006369426751592357,0.08121019108280254,0.0015923566878980893,0.9124203821656051,6.668869426751592,1.0,2,Bureaux colis normaux
520,Ariana,Bureau,2407,47092.69999999999,1.4722673867885316,19.564894058994597,2,12,190,322,189,1895,2024,2025,0.07893643539675946,0.13377648525135022,0.0785209804736186,0.7872870793518904,19.564894058994597,1.0,2,Bureaux colis normaux
521,Ariana,Bureau,3044,40436.999999999985,0.49517125492772723,13.28416557161629,3,12,390,1896,388,758,2024,2026,0.12812089356110382,0.6228646517739816,0.12746386333771353,0.2490144546649146,13.28416557161629,1.0,0,Bureaux express nationaux standards
522,Tataouine,Bureau,1707,16802.350000000053,0.7038869361452832,9.84320445225545,3,12,0,0,0,1707,2024,2026,0.0,0.0,0.0,1.0,9.84320445225545,1.0,2,Bureaux colis normaux
523,Ariana,Bureau,60,717.3,1.0788,11.955,3,12,2,19,1,39,2024,2026,0.03333333333333333,0.31666666666666665,0.016666666666666666,0.65,11.955,1.0,2,Bureaux colis normaux
524,Ariana,Bureau,1208,42988.099999999984,1.7975189569536425,35.58617549668873,3,12,244,657,244,307,2024,2026,0.20198675496688742,0.5438741721854304,0.20198675496688742,0.2541390728476821,35.58617549668873,1.0,1,Bureaux internationaux premium
525,Ariana,Bureau,5416,84668.14999999998,0.9390478212703127,15.632967134416539,3,12,580,3662,580,1174,2024,2026,0.10709010339734121,0.6761447562776958,0.10709010339734121,0.21676514032496308,15.632967134416539,1.0,0,Bureaux express nationaux standards
526,Ariana,Bureau,842,17482.499999999996,1.2882220902612826,20.763064133016623,3,12,58,547,58,237,2024,2026,0.0688836104513064,0.649643705463183,0.0688836104513064,0.2814726840855107,20.763064133016623,1.0,0,Bureaux express nationaux standards
527,Ariana,Bureau,885,32274.149999999987,1.79000451977401,36.4679661016949,3,12,233,245,229,407,2024,2026,0.2632768361581921,0.2768361581920904,0.25875706214689265,0.4598870056497175,36.4679661016949,1.0,1,Bureaux internationaux premium
528,Gabès,Bureau,1061,7557.3999999999805,0.545894721960415,7.122902921771895,3,12,0,0,0,1061,2024,2026,0.0,0.0,0.0,1.0,7.122902921771895,1.0,2,Bureaux colis normaux
529,Monastir,Bureau,153,3709.0000000000005,2.194627450980393,24.24183006535948,3,12,35,71,35,47,2024,2026,0.22875816993464052,0.46405228758169936,0.22875816993464052,0.30718954248366015,24.24183006535948,1.0,1,Bureaux internationaux premium
530,Tunis,Bureau,1544,41094.549999999996,1.294249999999998,26.61564119170984,3,12,313,668,311,563,2024,2026,0.202720207253886,0.4326424870466321,0.20142487046632124,0.3646373056994819,26.61564119170984,1.0,1,Bureaux internationaux premium
531,Tunis,Bureau,821,23897.5,1.1526552984165643,29.107795371498174,3,12,228,588,223,5,2024,2026,0.2777101096224117,0.7161997563946407,0.27161997563946405,0.0060901339829476245,29.107795371498174,1.0,1,Bureaux internationaux premium
532,Sousse,Bureau,279,3031.2,0.755336917562724,10.864516129032257,3,12,7,50,7,222,2024,2026,0.025089605734767026,0.17921146953405018,0.025089605734767026,0.7956989247311828,10.864516129032257,1.0,2,Bureaux colis normaux
533,Tunis,Bureau,271,2227.2000000000003,0.9365324723247234,8.218450184501846,3,12,0,0,0,271,2024,2026,0.0,0.0,0.0,1.0,8.218450184501846,1.0,2,Bureaux colis normaux
534,Gafsa,Bureau,4418,57091.80000000002,1.7285943866002738,12.922544137618836,3,12,304,2745,288,1369,2024,2026,0.06880941602535083,0.6213218650973291,0.06518786781349027,0.30986871887732004,12.922544137618836,1.0,0,Bureaux express nationaux standards
535,Kasserine,Bureau,511,3552.8999999999996,0.8921138943248531,6.9528375733855174,3,12,0,0,0,511,2024,2026,0.0,0.0,0.0,1.0,6.9528375733855174,1.0,2,Bureaux colis normaux
536,Kébili,Bureau,1483,30679.799999999992,1.9546893459204326,20.687660148347938,3,12,155,636,154,692,2024,2026,0.10451786918408631,0.42886041807147673,0.10384356035064059,0.466621712744437,20.687660148347938,1.0,0,Bureaux express nationaux standards
537,Sousse,Bureau,8873,78107.0999999992,0.22281555280062884,8.802783725909975,3,12,727,7228,727,918,2024,2026,0.08193395694804463,0.8146061084187987,0.08193395694804463,0.10345993463315677,8.802783725909975,1.0,0,Bureaux express nationaux standards
538,Ariana,Bureau,1205,6714.6499999999605,0.16667286307053863,5.572323651452249,3,12,1,0,0,1205,2024,2026,0.0008298755186721991,0.0,0.0,1.0,5.572323651452249,1.0,2,Bureaux colis normaux
539,Tunis,Bureau,271,2956.6999999999994,0.7690774907749077,10.91033210332103,3,12,2,0,0,269,2024,2026,0.007380073800738007,0.0,0.0,0.992619926199262,10.91033210332103,1.0,2,Bureaux colis normaux
540,Kébili,Bureau,1957,11749.100000000006,0.6398049054675511,6.003628002043948,3,12,0,0,0,1957,2024,2026,0.0,0.0,0.0,1.0,6.003628002043948,1.0,2,Bureaux colis normaux
541,Sousse,Bureau,6258,93198.80000000058,1.4243431541449991,14.89274528603397,3,12,613,1578,611,4067,2024,2026,0.09795461808884627,0.2521572387344199,0.09763502716522851,0.6498881431767338,14.89274528603397,1.0,2,Bureaux colis normaux
542,Médenine,Bureau,599,5383.350000000002,1.6456126878130193,8.98722871452421,3,12,26,301,0,272,2024,2026,0.04340567612687813,0.5025041736227045,0.0,0.4540901502504174,8.98722871452421,1.0,0,Bureaux express nationaux standards
543,Sousse,Bureau,1779,33928.2,0.4935081506464296,19.07150084317032,3,12,467,1220,464,92,2024,2026,0.2625070264193367,0.685778527262507,0.26082068577852724,0.05171444631815627,19.07150084317032,1.0,1,Bureaux internationaux premium
544,Tunis,Bureau,1131,15628.449999999997,0.9405366047745355,13.818258178603003,3,12,116,571,103,444,2024,2026,0.10256410256410256,0.5048629531388152,0.09106984969053934,0.3925729442970822,13.818258178603003,1.0,0,Bureaux express nationaux standards
545,Ariana,Bureau,272,4813.400000000001,0.7797573529411762,17.696323529411767,3,12,35,127,33,110,2024,2026,0.12867647058823528,0.46691176470588236,0.1213235294117647,0.40441176470588236,17.696323529411767,1.0,0,Bureaux express nationaux standards
546,Monastir,Bureau,928,10710.449999999999,1.8351233836206868,11.541433189655171,3,12,39,339,34,550,2024,2026,0.04202586206896552,0.36530172413793105,0.036637931034482756,0.5926724137931034,11.541433189655171,1.0,2,Bureaux colis normaux
547,Sousse,Bureau,2560,79457.40000000005,1.4772117187499973,31.03804687500002,3,12,757,1115,739,689,2024,2026,0.295703125,0.435546875,0.288671875,0.269140625,31.03804687500002,1.0,1,Bureaux internationaux premium
548,Ariana,Bureau,99,3670.0000000000014,2.870020202020203,37.07070707070709,3,12,2,0,1,97,2024,2026,0.020202020202020204,0.0,0.010101010101010102,0.9797979797979798,37.07070707070709,1.0,2,Bureaux colis normaux
549,Kairouan,Bureau,131,774.1500000000001,0.9731984732824434,5.909541984732825,3,11,0,0,0,131,2024,2026,0.0,0.0,0.0,1.0,5.909541984732825,0.9166666666666666,2,Bureaux colis normaux
550,Monastir,Bureau,1818,43413.2,0.9529988998899886,23.87964796479648,3,12,324,1464,324,30,2024,2026,0.1782178217821782,0.8052805280528053,0.1782178217821782,0.0165016501650165,23.87964796479648,1.0,0,Bureaux express nationaux standards
551,Tataouine,Bureau,842,9083.849999999997,2.6061602005806295,10.78842042755344,3,12,42,138,41,662,2024,2026,0.0498812351543943,0.16389548693586697,0.048693586698337295,0.7862232779097387,10.78842042755344,1.0,2,Bureaux colis normaux
552,Monastir,Bureau,2593,61092.74999999997,1.6889698418819872,23.560644041650587,3,12,473,1310,404,810,2024,2026,0.18241419205553414,0.5052063247204011,0.15580408792903971,0.3123794832240648,23.560644041650587,1.0,0,Bureaux express nationaux standards
553,Gabès,Bureau,516,11410.199999999995,4.674063953488368,22.11279069767441,3,12,56,238,56,222,2024,2026,0.10852713178294573,0.46124031007751937,0.10852713178294573,0.43023255813953487,22.11279069767441,1.0,2,Bureaux colis normaux
554,Gafsa,Bureau,607,3957.3000000000015,1.1700955518945646,6.519439868204286,3,12,14,344,3,249,2024,2026,0.023064250411861616,0.5667215815485996,0.004942339373970346,0.4102141680395387,6.519439868204286,1.0,0,Bureaux express nationaux standards
555,Monastir,Bureau,830,13027.15,0.9684118072289142,15.695361445783131,3,12,111,550,91,169,2024,2026,0.13373493975903614,0.6626506024096386,0.10963855421686747,0.2036144578313253,15.695361445783131,1.0,0,Bureaux express nationaux standards
556,Kasserine,Bureau,117,1172.0,0.48928205128205116,10.017094017094017,3,12,9,90,9,18,2024,2026,0.07692307692307693,0.7692307692307693,0.07692307692307693,0.15384615384615385,10.017094017094017,1.0,0,Bureaux express nationaux standards
557,Ariana,Bureau,735,14501.7,1.177746938775511,19.730204081632653,3,12,132,200,131,403,2024,2026,0.17959183673469387,0.272108843537415,0.1782312925170068,0.5482993197278911,19.730204081632653,1.0,0,Bureaux express nationaux standards
558,Tataouine,Bureau,120,3812.400000000001,3.5905416666666667,31.770000000000007,3,12,15,57,0,48,2024,2026,0.125,0.475,0.0,0.4,31.770000000000007,1.0,2,Bureaux colis normaux
559,Tataouine,Bureau,666,12603.799999999994,0.8980375375375387,18.924624624624617,3,12,134,360,132,172,2024,2026,0.2012012012012012,0.5405405405405406,0.1981981981981982,0.25825825825825827,18.924624624624617,1.0,0,Bureaux express nationaux standards
560,Tataouine,Bureau,997,28336.549999999992,1.9779849548645927,28.42181544633901,3,12,247,356,223,394,2024,2026,0.2477432296890672,0.35707121364092276,0.22367101303911735,0.39518555667001004,28.42181544633901,1.0,1,Bureaux internationaux premium
561,Kébili,Bureau,54,627.8000000000001,0.934574074074074,11.625925925925927,3,12,7,29,6,18,2024,2026,0.12962962962962962,0.5370370370370371,0.1111111111111111,0.3333333333333333,11.625925925925927,1.0,0,Bureaux express nationaux standards
562,Tataouine,Bureau,768,11492.000000000002,0.4926458333333321,14.96354166666667,3,12,122,564,121,82,2024,2026,0.15885416666666666,0.734375,0.15755208333333334,0.10677083333333333,14.96354166666667,1.0,0,Bureaux express nationaux standards
563,Kasserine,Bureau,369,2081.5,0.7201517615176148,5.6409214092140925,3,12,1,41,0,327,2024,2026,0.0027100271002710027,0.1111111111111111,0.0,0.8861788617886179,5.6409214092140925,1.0,2,Bureaux colis normaux
564,Ariana,Bureau,269,2148.7,0.7610892193308545,7.987732342007434,3,12,0,0,0,269,2024,2026,0.0,0.0,0.0,1.0,7.987732342007434,1.0,2,Bureaux colis normaux
565,Tataouine,Bureau,388,2214.7,1.2046185567010301,5.707989690721649,3,12,0,342,0,46,2024,2026,0.0,0.8814432989690721,0.0,0.11855670103092783,5.707989690721649,1.0,0,Bureaux express nationaux standards
567,Sousse,Bureau,1526,29550.90000000003,0.9233053735255542,19.36494102228049,3,12,262,760,201,504,2024,2026,0.17169069462647443,0.4980340760157274,0.13171690694626476,0.3302752293577982,19.36494102228049,1.0,0,Bureaux express nationaux standards
568,Tataouine,Bureau,4009,64893.54999999989,1.8331165627338537,16.18696682464452,3,12,530,1753,527,1726,2024,2026,0.1322025442753804,0.43726615115989026,0.1314542279870292,0.4305313045647294,16.18696682464452,1.0,0,Bureaux express nationaux standards
569,Kasserine,Bureau,1481,38587.399999999994,1.0862207967589437,26.05496286293045,3,12,277,976,270,228,2024,2026,0.18703578663065495,0.6590141796083727,0.18230925050641458,0.15395003376097233,26.05496286293045,1.0,0,Bureaux express nationaux standards
570,Monastir,Bureau,41,405.0,0.9879512195121951,9.878048780487806,3,10,2,7,2,32,2024,2026,0.04878048780487805,0.17073170731707318,0.04878048780487805,0.7804878048780488,9.878048780487806,0.8333333333333334,2,Bureaux colis normaux
571,Gafsa,Bureau,83,596.5,1.0190843373493979,7.186746987951807,3,11,0,3,0,80,2024,2026,0.0,0.03614457831325301,0.0,0.963855421686747,7.186746987951807,0.9166666666666666,2,Bureaux colis normaux
572,Monastir,Bureau,2042,45207.699999999924,1.1871617531831509,22.138932419196827,2,12,270,1343,270,429,2024,2025,0.13222331047992164,0.6576885406464251,0.13222331047992164,0.2100881488736533,22.138932419196827,1.0,0,Bureaux express nationaux standards
573,Monastir,Bureau,903,8804.5,0.5784312292358804,9.750276854928018,3,12,128,351,74,424,2024,2026,0.14174972314507198,0.38870431893687707,0.08194905869324474,0.4695459579180509,9.750276854928018,1.0,0,Bureaux express nationaux standards
574,Monastir,Bureau,141,817.0,0.5401631205673759,5.794326241134752,3,12,1,60,1,80,2024,2026,0.0070921985815602835,0.425531914893617,0.0070921985815602835,0.5673758865248227,5.794326241134752,1.0,0,Bureaux express nationaux standards
575,Ariana,Bureau,422,8126.400000000001,1.6985165876777264,19.256872037914693,3,12,14,63,14,345,2024,2026,0.03317535545023697,0.14928909952606634,0.03317535545023697,0.8175355450236966,19.256872037914693,1.0,2,Bureaux colis normaux
576,Tataouine,Bureau,604,7587.799999999999,0.639278145695364,12.562582781456953,3,12,71,423,69,110,2024,2026,0.11754966887417219,0.7003311258278145,0.11423841059602649,0.18211920529801323,12.562582781456953,1.0,0,Bureaux express nationaux standards
577,Ariana,Bureau,156,1008.8999999999996,1.8168589743589747,6.46730769230769,3,12,1,58,0,97,2024,2026,0.00641025641025641,0.3717948717948718,0.0,0.6217948717948718,6.46730769230769,1.0,2,Bureaux colis normaux
578,Kasserine,Bureau,47,247.90000000000003,2.1575531914893613,5.274468085106384,3,11,0,1,0,46,2024,2026,0.0,0.02127659574468085,0.0,0.9787234042553191,5.274468085106384,0.9166666666666666,2,Bureaux colis normaux
579,Kasserine,Bureau,672,8394.400000000001,0.5356547619047612,12.491666666666669,3,12,89,531,89,52,2024,2026,0.1324404761904762,0.7901785714285714,0.1324404761904762,0.07738095238095238,12.491666666666669,1.0,0,Bureaux express nationaux standards
580,Gabès,Bureau,952,12463.2,1.2630133403361332,13.091596638655464,3,12,57,607,57,288,2024,2026,0.059873949579831935,0.6376050420168067,0.059873949579831935,0.3025210084033613,13.091596638655464,1.0,0,Bureaux express nationaux standards
581,Sfax,Bureau,702,11501.7,0.9419501424501411,16.384188034188035,3,12,34,404,33,264,2024,2026,0.04843304843304843,0.5754985754985755,0.04700854700854701,0.37606837606837606,16.384188034188035,1.0,0,Bureaux express nationaux standards
582,Tataouine,Bureau,571,13454.450000000012,1.6211506129597182,23.562959719789863,3,12,146,201,123,224,2024,2026,0.25569176882662,0.3520140105078809,0.21541155866900175,0.3922942206654991,23.562959719789863,1.0,1,Bureaux internationaux premium
583,Tunis,Bureau,806,17478.749999999996,1.2503722084367226,21.68579404466501,3,12,135,559,131,112,2024,2026,0.1674937965260546,0.6935483870967742,0.16253101736972705,0.13895781637717122,21.68579404466501,1.0,0,Bureaux express nationaux standards
585,Kairouan,Bureau,64,354.0,0.4765468749999998,5.53125,3,9,0,56,0,8,2024,2026,0.0,0.875,0.0,0.125,5.53125,0.75,3,Grandes agences express saturées
586,Gabès,Bureau,667,14590.1,1.9829265367316327,21.874212893553224,3,12,94,260,94,313,2024,2026,0.1409295352323838,0.38980509745127434,0.1409295352323838,0.46926536731634183,21.874212893553224,1.0,0,Bureaux express nationaux standards
587,Kasserine,Bureau,1054,25947.7,2.3601518026565453,24.61831119544592,3,12,67,577,56,411,2024,2026,0.0635673624288425,0.547438330170778,0.05313092979127135,0.3899430740037951,24.61831119544592,1.0,0,Bureaux express nationaux standards
588,Sfax,Bureau,1429,14063.20000000008,0.5336563331000688,9.841287613715942,3,12,67,165,67,1197,2024,2026,0.04688593421973408,0.11546536039188243,0.04688593421973408,0.8376487053883834,9.841287613715942,1.0,2,Bureaux colis normaux
589,Tunis,Bureau,481,11732.199999999997,2.889889812889814,24.391268191268185,3,12,0,0,0,481,2024,2026,0.0,0.0,0.0,1.0,24.391268191268185,1.0,2,Bureaux colis normaux
590,Médenine,Bureau,103,596.6999999999999,0.35641747572815524,5.793203883495145,3,12,0,2,0,101,2024,2026,0.0,0.019417475728155338,0.0,0.9805825242718447,5.793203883495145,1.0,2,Bureaux colis normaux
591,Sousse,Bureau,720,27984.9,1.477066666666675,38.867916666666666,3,12,155,560,150,5,2024,2026,0.2152777777777778,0.7777777777777778,0.20833333333333334,0.006944444444444444,38.867916666666666,1.0,1,Bureaux internationaux premium
592,Ariana,Bureau,214,5519.65,2.331361682242989,25.79275700934579,2,12,0,0,0,214,2024,2025,0.0,0.0,0.0,1.0,25.79275700934579,1.0,2,Bureaux colis normaux
593,Tunis,Bureau,31,161.3,0.7316774193548388,5.203225806451614,2,9,0,13,0,18,2024,2025,0.0,0.41935483870967744,0.0,0.5806451612903226,5.203225806451614,0.75,3,Grandes agences express saturées
594,Gabès,Bureau,1429,20995.699999999983,1.3256948915325388,14.692582225332387,3,12,109,1088,107,232,2024,2026,0.07627711686494051,0.761371588523443,0.0748775367389783,0.16235129461161651,14.692582225332387,1.0,0,Bureaux express nationaux standards
596,Tataouine,Bureau,228,3453.0000000000005,1.6077280701754384,15.144736842105265,3,12,12,183,12,33,2024,2026,0.05263157894736842,0.8026315789473685,0.05263157894736842,0.14473684210526316,15.144736842105265,1.0,0,Bureaux express nationaux standards
597,Tunis,Bureau,32,193.2,0.7646562499999997,6.0375,3,9,0,1,0,31,2024,2026,0.0,0.03125,0.0,0.96875,6.0375,0.75,2,Bureaux colis normaux
598,Tunis,Bureau,107,576.5000000000001,2.6363457943925246,5.387850467289721,3,9,0,0,0,107,2024,2026,0.0,0.0,0.0,1.0,5.387850467289721,0.75,2,Bureaux colis normaux
599,Sousse,Bureau,382,4139.1,0.4734581151832473,10.835340314136127,3,12,79,220,10,83,2024,2026,0.20680628272251309,0.5759162303664922,0.02617801047120419,0.21727748691099477,10.835340314136127,1.0,0,Bureaux express nationaux standards
600,Tataouine,Bureau,164,930.9000000000002,1.5317560975609754,5.676219512195123,3,12,1,15,1,148,2024,2026,0.006097560975609756,0.09146341463414634,0.006097560975609756,0.9024390243902439,5.676219512195123,1.0,2,Bureaux colis normaux
601,Tunis,Bureau,75,450.1,0.5933333333333334,6.001333333333334,2,12,0,0,0,75,2024,2025,0.0,0.0,0.0,1.0,6.001333333333334,1.0,2,Bureaux colis normaux
602,Tunis,Bureau,114,2607.6000000000013,3.180166666666666,22.873684210526328,3,12,9,21,7,84,2024,2026,0.07894736842105263,0.18421052631578946,0.06140350877192982,0.7368421052631579,22.873684210526328,1.0,2,Bureaux colis normaux
603,Tataouine,Bureau,16,115.9,0.882625,7.24375,3,8,0,2,0,14,2024,2026,0.0,0.125,0.0,0.875,7.24375,0.6666666666666666,3,Grandes agences express saturées
604,Gafsa,Bureau,311,3702.0,1.3550192926044995,11.903536977491962,3,12,17,282,5,12,2024,2026,0.05466237942122187,0.9067524115755627,0.01607717041800643,0.03858520900321544,11.903536977491962,1.0,0,Bureaux express nationaux standards
605,Monastir,Bureau,79,2698.6000000000004,0.48189873417721485,34.15949367088608,3,12,58,13,58,8,2024,2026,0.7341772151898734,0.16455696202531644,0.7341772151898734,0.10126582278481013,34.15949367088608,1.0,1,Bureaux internationaux premium
606,Kasserine,Bureau,333,2993.999999999999,1.1574924924924934,8.990990990990989,3,12,3,282,0,48,2024,2026,0.009009009009009009,0.8468468468468469,0.0,0.14414414414414414,8.990990990990989,1.0,0,Bureaux express nationaux standards
607,Gabès,Bureau,378,4938.100000000002,2.2672222222222196,13.06375661375662,3,12,16,148,7,214,2024,2026,0.042328042328042326,0.3915343915343915,0.018518518518518517,0.5661375661375662,13.06375661375662,1.0,2,Bureaux colis normaux
608,Gabès,Bureau,933,8870.400000000003,1.6124490889603398,9.507395498392286,3,12,33,863,3,37,2024,2026,0.03536977491961415,0.92497320471597,0.003215434083601286,0.03965702036441586,9.507395498392286,1.0,0,Bureaux express nationaux standards
609,Monastir,Bureau,150,2789.8999999999996,1.0050200000000007,18.59933333333333,3,12,45,92,3,13,2024,2026,0.3,0.6133333333333333,0.02,0.08666666666666667,18.59933333333333,1.0,0,Bureaux express nationaux standards
611,Kasserine,Bureau,4250,21698.4,0.10922496470588186,5.105505882352942,3,12,3,4163,0,85,2024,2026,0.0007058823529411765,0.9795294117647059,0.0,0.02,5.105505882352942,1.0,0,Bureaux express nationaux standards
612,Sfax,Bureau,42,439.2,1.3020714285714294,10.457142857142857,3,11,5,27,5,10,2024,2026,0.11904761904761904,0.6428571428571429,0.11904761904761904,0.23809523809523808,10.457142857142857,0.9166666666666666,0,Bureaux express nationaux standards
